http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27764,27764,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27764,"SEM Specialist for Germany, Austria & Switzerland (Paid and Organic search, Social media).
PROFILE OF EMPLOYEE:
 Meet and exceed monthly and quarterly target levels for number of customers, overall bookings, marketing spend & contribution margin.
 Effectively coordinate with other team members to manage the acquisition spend budget to maximize  efficiency.
 Analyze mid and long term campaign development and identify past drivers and new opportunities for further growth.
 Coordinate the strategy, creative, messaging and deployment of search listing copy, media and offer mix by keyword.
 Execute and measure Search marketing strategy at the keyword level.
 Play a key role in the cross-functional team effort to optimize the Vistaprint site for Natural organic search listings.
 Utilize  internal and  external resources  to manage spend and campaigns.
 Manage relationship with external search partners and internal Vistaprint team-members to ensure that the Search channels performance is optimized.
SKILLS:
 University degree in Business or Marketing.
 In-depth knowledge and understanding of DACH Search Market.
 Strong analytical and organizational skills.
 Self-motivated and able to work independently.
 Proactive and with a can do attitude.
 Planned and disciplined, detail-oriented and precise.
 Comfortable in competitive, high-performance target driven environment.
 Native German language skills (both written and verbal); strong English language.
 French language skills and or/experience within the Swiss market are a plus.
Benefits: Health and Dental Insurance, life insurance, tickets restaurant, airplane tickets & accommodation for interviews. Full relocation package. SALARY to be discussed.","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27763,27763,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27763,"The Centre for Ecological Research and Forestry Applications (CREAF) is a public research institution that was created in 1987 by the Generalitat (Autonomous Government) of Catalonia, the Autonomous University of Barcelona (UAB) and the Institute of Catalan Studies (IEC), to promote basic and applied research in terrestrial ecology. The University of Barcelona (UB) subsequently joined in. CREAF seeks a professional in the field of management research projects, especially Europeans. Main functions of the job:
- Promote the participation of researchers in new research projects (search for new funding opportunities)
- Participation in the request of proposals for new projects
- Control and monitoring of the different projects of the center
- Administrative support and management, participating in the supervision of different projects
- Participation in the preparation of justification reports
- Participation and support in the preparation of audits. 
PROFIL OF EMPLOYEE:Degree in Business Administration, Economics or similar. Or alternatively, a Degree in Biology, Environmental Science, Forest Engineering or similar, with possession of Master`s Degree in Administrative Management. Minimum one year experience in tasks related to project management, having knowledge of the different research programs: FP7, INTERREG, EUROSTARS, LIFE,  Required proof of English level (certificate)
High level of Spanish and Catalan.
We assessed the knowledge of other EU languages.","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27762,27762,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27762,"EMPRESA ESPAÑOLAcon sucursal en Polonia, busca ENCARGADO DE OBRA que hable CASTELLANO Y POLACO, para encargarse de la pintura de locales en POLONIA. 
Contrato polaco; entrevistas en España o Polonia segun residencia del candidato
Los interesados deberan enviar CV en castellano o gallego a la empresa
Salario de 4.000 a 5.500 PLN","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27705,27705,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27705,"Empresa de Engenharia especializada em sistemas globais de comunicações integradas, que incide sobre a concepção, instalação e manutenção de soluções convergentes nas áreas de voz, dados, segurança e imagem, selecciona um Comercial - Gestor de Negócios  para LISBOA

Será responsável pela definição e implantação de projetos de redes e segurança (LAN, WAN, wireless, redes de telefonia IP, Firewall, IDS, IPS, etc). 
interesados enviar e-mail con CV a vgomez@ambar.es    con la referencia en el asunto: GERENTE LISBOA","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27686,27686,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27686,"dependerá del contable in situ y de la central Grupo Soledad en Elche (Alicante)","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27685,27685,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27685,contable,"Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27674,27674,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27674,"Distribuidor de joyas de diseño españolas en Alemania. Necesario estar introducido en joyeria y contar con una red de representan-tes . Ideal para añadir esta marca a cartera ya existente.
Se busca a persona alemana viviendo en el país.","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27656,27656,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27656,"PROJECT LEADER (CALCULATION AND SIMULATION). Will be part of Transport Business unit of TECNALIA (Department of Product Engineering), located at INASMET-Tecnalia which is in the Technology Park of San Sebastian.Were thinking in people with degree in Engineering (Mechanical, Materials, Aeronautical or similar).
Minimum Experience required:
About 5-10 years experience in the field of numerical simulation (structural, thermal,), in modelling materials, processes and general physical phenomena and in programming (Matlab, etc).
Not required but convenient:
To have the PhD or been doing the PhD will be taken into account, specially related with numerical simulation.CONTRACT: Undefined (with a trial period)HOURS A DAY: Flexible timetable (entry between 08:00-09:00 and exit from 17:00) except on Fridays during all the year and in summer when we have continuous timetable (from 08:00 to 14:00-15:00). Over 40 h. per week SALARY: The wage will be negotiated according to personal and professional value.
TRAVEL PROVIDED: The company will take care
PLACE OF WORK: Donostia (Gipuzkoa) ESPAÑA","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27655,27655,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27655,"INTERNATIONAL PROJECT LEADER (COMPOSITE MATERIALS TECHNOLOGIES FOR AERONAUTICS APPLICATIONS). Will be part of Transport Business unit of TECNALIA (Department of Composite Materials), located at INASMET-Tecnalia which is in the Technology Park of San Sebastian.Were thinking in people with degree in Aeronautical Engineering (or Mechanical/Materials Engineering with experience in Aeronautic sector)
Minimum Experience required:
About 10 years experience in the field of composite materials technologies and their processes. Experience with R+D projects at international level and interlocution with aeronautic sector companies is also required.
Not required but convenient:
To have the PhD or been doing the PhD will be taken into account, specially related with composite and nanocomposite materials technologies.
Languages: High English level and almost mid Spanish level are a must. Other languages will be taken into account.CONTRACT: Undefined (with a trial period)
HOURS A DAY: Flexible timetable (entry between 08:00-09:00 and exit from 17:00) except on Fridays during all the year and in summer when we have continuous timetable (from 08:00 to 14:00-15:00). Over 40 h. per week
SALARY:The wage will be negotiated according to personal and professional value.
TRAVEL PROVIDED: The company will take care
PLACE OF WORK: Donostia (Gipuzkoa) ESPAÑA","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
http://ec.europa.eu/eures/eures-searchengine/servlet/ShowJvServlet?lg=EN&serviceUri=http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27608,27608,http://www.sepe.es/euresWS-LocalPes/services/ServiceProvider&uniqueJvId=27608,"Organic chemistry, peptide chemistry,heterocyclic chemistry,medicinal chemistry","Public Employment Service of Spain",http://ec.europa.eu/eures/eures-searchengine/servlet/BrowseCountryJVsServlet?lg=EN&isco=1&country=ES&multipleRegions=%25&date=01%2F01%2F1975&title=&durex=&exp=&qual=&pageSize=99&totalCount=999999999&startIndexes=0-1o1-1o2-1I0-2o1-30o2-1I0-3o1-59o2-1I0-4o1-88o2-1I&page=1,ES,2011-05-12,19:21:54
