http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_10;30.05.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1001;10.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1003;24.10.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1004;18.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1005;15.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1006;11.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1007;23.10.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1009;10.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_101;28.06.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1010;22.10.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1011;24.10.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1013;28.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1014;26.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1015;17.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1016;20.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1017;03.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1018;07.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1019;10.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_102;02.12.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1020;28.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1021;01.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1022;28.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1023;27.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1025;15.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1026;06.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1027;27.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1029;10.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1030;16.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1031;20.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1033;23.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1035;22.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1036;22.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1037;17.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1038;20.11.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1040;09.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1041;23.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1042;15.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1043;16.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1044;18.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1045;29.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1046;05.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1047;20.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1049;04.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_105;17.07.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1053;12.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1054;11.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1055;19.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1056;04.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1057;19.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1058;22.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1059;19.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1060;26.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1061;22.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1062;04.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1063;22.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1064;29.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1065;16.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1067;22.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1068;19.12.1997; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1069;08.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1070;15.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1071;15.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1072;29.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1073;29.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1074;; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1075;20.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1076;15.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1078;13.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1079;02.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1080;02.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1081;22.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1082;08.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1083;15.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1085;06.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1086;10.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1087;06.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1088;04.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1089;26.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1090;16.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1091;28.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1093;28.01.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1094;23.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1095;06.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1096;06.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1097;04.08.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1098;23.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1099;26.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_110;10.09.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1100;16.02.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1101;19.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1102;29.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1105;10.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1106;04.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1107;17.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1108;04.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1109;21.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_111;29.07.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1110;19.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1112;24.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1113;18.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1114;23.11.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1117;10.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_112;17.07.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1120;23.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1121;25.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1122;18.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1124;06.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1125;10.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1126;20.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1127;02.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1128;22.09.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1129;30.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_113;19.12.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1131;23.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1132;19.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1133;23.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1134;24.03.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1135;18.08.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1137;08.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1138;02.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1139;28.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1140;06.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1142;06.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1143;07.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1144;14.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1145;24.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1146;19.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1148;28.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1150;26.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1153;19.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1154;04.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1155;24.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1157;11.11.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1158;25.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1159;18.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_116;20.08.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1160;26.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1161;28.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1162;11.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1163;24.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1164;15.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1165;30.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1167;29.04.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1168;26.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1169;25.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_117;28.07.1992; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1170;25.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1171;16.12.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1172;24.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1174;11.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1175;28.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1177;19.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1178;14.05.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1179;03.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1182;30.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1183;; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1184;23.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1185;04.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1186;18.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1188;18.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1189;17.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_119;14.10.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1190;11.08.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1192;23.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1193;12.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1194;24.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1195;11.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1196;24.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1198;03.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1199;13.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_12;31.07.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1200;15.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1201;23.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1202;22.10.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1203;29.09.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1204;22.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1206;19.06.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1207;06.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1208;08.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_121;18.12.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1211;02.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1218;03.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1219;21.09.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_122;17.10.1991; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1220;23.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1221;03.02.1999; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1223;07.08.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1224;20.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1225;25.11.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1226;27.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1227;20.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1229;28.09.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1230;07.08.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1231;05.08.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1232;17.07.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1235;18.12.1998; 
http://ec.europa.eu/competition/elojade/isef/case_details.cfm?proc_code=2_M_1239;11.08.1998; 
