2569;1622;Austria
2481;1561;Austria
2482;1471;Austria
2484;1471;Austria
2485;1471;Austria
2640;1633;Austria
2654;1680;Austria
2655;1680;Austria
2656;1680;Austria
2657;1680;Austria
2658;1680;Austria
2659;1680;Austria
2818;1808;Austria
2660;1680;Austria
2670;1631;Austria
2672;1631;Austria
2674;1631;Austria
2677;1625;Austria
2924;1878;Austria
2925;1878;Austria
2926;1878;Austria
2713;1710;Austria
2714;1712;Austria
2756;1716;Austria
2855;1840;Austria
2793;1714;Austria
3038;1942;Austria
3039;1942;Austria
2929;1899;Austria
2930;1899;Austria
2938;1744;Austria
2959;1911;Austria
3531;3522;Austria
2565;1618;Belgium
2576;1636;Belgium
2577;1636;Belgium
2578;1636;Belgium
2579;1636;Belgium
2553;1608;Belgium
2623;1664;Belgium
2499;1582;Belgium
2500;1582;Belgium
2517;1595;Belgium
2524;1598;Belgium
2525;1598;Belgium
2528;1598;Belgium
2529;1598;Belgium
2530;1598;Belgium
2531;1598;Belgium
2813;1798;Belgium
2819;1813;Belgium
2820;1813;Belgium
2822;1813;Belgium
2709;1704;Belgium
2841;1825;Belgium
2842;1825;Belgium
4624;4623;Belgium
4705;4704;Belgium
3871;3870;Belgium
3998;3997;Belgium
3572;1580;Belgium
4758;4607;Belgium
4759;4607;Belgium
4760;4607;Belgium
4753;4752;Belgium
4963;4962;Belgium
4965;4082;Belgium
6463;6462;Belgium
6464;6462;Belgium
6465;6462;Belgium
6583;6582;Belgium
2073;1213;Finland
2074;1213;Finland
2075;1213;Finland
3849;3848;Finland
2034;1236;France
2055;1253;France
2056;1253;France
2223;1382;France
2224;1382;France
2225;1382;France
2226;1382;France
2227;1382;France
2887;1877;France
2923;1866;France
3448;3447;France
3449;3447;France
4571;4570;France
4572;4570;France
4731;4729;Greece
2316;1447;Ireland
2027;1230;Italy
2029;1232;Italy
2030;1233;Italy
2032;1235;Italy
2033;1235;Italy
2035;1247;Italy
2041;1249;Italy
2042;1250;Italy
2052;1250;Italy
2053;1250;Italy
2000;1224;Italy
2007;1225;Italy
2010;1241;Italy
2011;1241;Italy
2013;1241;Italy
2057;1254;Italy
2058;1255;Italy
2059;1256;Italy
2060;1257;Italy
2844;1831;Italy
2861;1846;Italy
3692;3686;Italy
3506;3505;Italy
3691;3686;Italy
3768;3761;Italy
3769;3761;Italy
3770;3761;Italy
3771;3761;Italy
3772;3761;Italy
3773;3761;Italy
2624;1668;Latvia
2625;1668;Latvia
2627;1668;Latvia
2628;1668;Latvia
2957;1905;Latvia
2641;1679;Lithuania
2642;1679;Lithuania
2643;1679;Lithuania
2644;1679;Lithuania
2690;1574;Luxembourg
2691;1574;Luxembourg
2692;1574;Luxembourg
3077;1960;Luxembourg
3068;1960;Luxembourg
3069;1960;Luxembourg
3070;1960;Luxembourg
3071;1960;Luxembourg
3072;1960;Luxembourg
3073;1960;Luxembourg
3074;1960;Luxembourg
3075;1960;Luxembourg
3076;1960;Luxembourg
3078;1960;Luxembourg
3079;1960;Luxembourg
3080;1960;Luxembourg
3081;1960;Luxembourg
3082;1960;Luxembourg
2948;1893;Luxembourg
2949;1893;Luxembourg
2061;1203;Netherlands
2702;1694;Netherlands
2703;1696;Netherlands
2704;1700;Netherlands
2706;1706;Netherlands
2707;1705;Netherlands
2708;1705;Netherlands
2734;1739;Netherlands
2736;1739;Netherlands
2931;1900;Poland
2828;1814;Portugal
2829;1814;Portugal
2854;1838;Portugal
2965;1868;Portugal
2966;1868;Portugal
2967;1895;Portugal
2968;1895;Portugal
2969;1895;Portugal
2970;1895;Portugal
2971;1895;Portugal
2972;1895;Portugal
2973;1895;Portugal
4567;4566;Portugal
2705;1702;Romania
2711;1703;Romania
2712;1709;Romania
3007;1934;Romania
3008;1934;Romania
3009;1934;Romania
3010;1934;Romania
2062;1204;Spain
4529;4528;Spain
4486;4484;Spain
4487;4484;Spain
4612;4611;Spain
2001;1192;Sweden
2025;1229;United Kingdom
2026;1246;United Kingdom
2036;1248;United Kingdom
2037;1237;United Kingdom
2038;1228;United Kingdom
2039;1251;United Kingdom
2043;1199;United Kingdom
2044;1199;United Kingdom
2045;1199;United Kingdom
2048;1199;United Kingdom
2049;1199;United Kingdom
2054;1252;United Kingdom
2093;1267;United Kingdom
2094;1267;United Kingdom
2095;1267;United Kingdom
2097;1266;United Kingdom
1996;1222;United Kingdom
1998;1223;United Kingdom
2004;1239;United Kingdom
2005;1240;United Kingdom
2006;1240;United Kingdom
2008;1240;United Kingdom
2009;1193;United Kingdom
2015;1227;United Kingdom
2016;1251;United Kingdom
2017;1251;United Kingdom
2018;1251;United Kingdom
2020;1244;United Kingdom
2021;1228;United Kingdom
2022;1228;United Kingdom
2023;1229;United Kingdom
2078;1221;United Kingdom
2089;1267;United Kingdom
2090;1267;United Kingdom
2091;1267;United Kingdom
2092;1267;United Kingdom
2415;1260;United Kingdom
2416;1260;United Kingdom
2421;1260;United Kingdom
2556;1261;United Kingdom
2557;1261;United Kingdom
2446;1525;United Kingdom
2447;1525;United Kingdom
2448;1525;United Kingdom
2453;1525;United Kingdom
2468;1228;United Kingdom
2532;1261;United Kingdom
2710;1707;United Kingdom
4535;4533;United Kingdom
2046;1197;Germany
2047;1197;Germany
2096;1269;Germany
2098;1271;Germany
2099;1272;Germany
2100;1273;Germany
2101;1274;Germany
2102;1275;Germany
2103;1276;Germany
2104;1277;Germany
2105;1278;Germany
2106;1279;Germany
2107;1280;Germany
2108;1283;Germany
2109;1285;Germany
2110;1290;Germany
2111;1296;Germany
2112;1301;Germany
2113;1287;Germany
2114;1287;Germany
2115;1297;Germany
2116;1187;Germany
2117;1299;Germany
2118;1302;Germany
2119;1302;Germany
2120;1303;Germany
2121;1303;Germany
2122;1292;Germany
2123;1292;Germany
2124;1314;Germany
2125;1292;Germany
2126;1312;Germany
2128;1314;Germany
2129;1314;Germany
2130;1314;Germany
2131;1314;Germany
2132;1316;Germany
2133;1314;Germany
2134;1322;Germany
2135;1314;Germany
2136;1314;Germany
2137;1325;Germany
2138;1319;Germany
2139;1327;Germany
2140;1324;Germany
2141;1324;Germany
2142;1331;Germany
2143;1320;Germany
2144;1332;Germany
2145;1286;Germany
2146;1315;Germany
2147;1333;Germany
2148;1336;Germany
2149;1321;Germany
2150;1336;Germany
2151;1293;Germany
2152;1321;Germany
2153;1293;Germany
2154;1321;Germany
2155;1341;Germany
2156;1330;Germany
2157;1321;Germany
2158;1294;Germany
2159;1344;Germany
2160;1346;Germany
2161;1346;Germany
2162;1348;Germany
2163;1334;Germany
2164;1311;Germany
2165;1343;Germany
2166;1308;Germany
1989;1181;Germany
1991;1183;Germany
1992;1183;Germany
1993;1184;Germany
1994;1184;Germany
1995;1181;Germany
1997;1188;Germany
1999;1190;Germany
2002;1189;Germany
2019;1243;Germany
2201;1330;Germany
2063;1207;Germany
2064;1189;Germany
2065;1189;Germany
2066;1189;Germany
2067;1189;Germany
2068;1189;Germany
2069;1189;Germany
2070;1189;Germany
2072;1209;Germany
2076;1215;Germany
2077;1219;Germany
2079;1264;Germany
2080;1265;Germany
2081;1189;Germany
2082;1189;Germany
2083;1189;Germany
2084;1189;Germany
2085;1189;Germany
2086;1189;Germany
2087;1189;Germany
2088;1189;Germany
2127;1292;Germany
2305;1442;Germany
2306;1437;Germany
2307;1437;Germany
2308;1437;Germany
2309;1258;Germany
2310;1258;Germany
2311;1441;Germany
2312;1258;Germany
2313;1370;Germany
2314;1445;Germany
2317;1453;Germany
2318;1453;Germany
2319;1403;Germany
2320;1450;Germany
2321;1403;Germany
2322;1454;Germany
2323;1413;Germany
2324;1413;Germany
2325;1413;Germany
2326;1413;Germany
2327;1413;Germany
2328;1413;Germany
2329;1451;Germany
2330;1456;Germany
2331;1457;Germany
2332;1459;Germany
2167;1350;Germany
2168;1311;Germany
2169;1345;Germany
2170;1300;Germany
2171;1353;Germany
2172;1311;Germany
2173;1351;Germany
2174;1351;Germany
2175;1351;Germany
2176;1351;Germany
2177;1351;Germany
2178;1346;Germany
2179;1355;Germany
2180;1300;Germany
2181;1356;Germany
2182;1356;Germany
2183;1356;Germany
2184;1338;Germany
2185;1328;Germany
2186;1328;Germany
2187;1330;Germany
2188;1311;Germany
2189;1363;Germany
2190;1365;Germany
2191;1330;Germany
2192;1330;Germany
2193;1364;Germany
2194;1330;Germany
2195;1330;Germany
2196;1330;Germany
2197;1361;Germany
2198;1330;Germany
2199;1339;Germany
2200;1330;Germany
2364;1443;Germany
2365;1443;Germany
2366;1443;Germany
2367;1443;Germany
2368;1443;Germany
2369;1443;Germany
2370;1443;Germany
2371;1443;Germany
2372;1443;Germany
2373;1443;Germany
2374;1443;Germany
2375;1443;Germany
2376;1443;Germany
2377;1443;Germany
2378;1443;Germany
2379;1443;Germany
2380;1443;Germany
2381;1443;Germany
2382;1443;Germany
2383;1443;Germany
2384;1443;Germany
2385;1443;Germany
2386;1480;Germany
2387;1481;Germany
2388;1478;Germany
2389;1478;Germany
2390;1482;Germany
2391;1483;Germany
2392;1484;Germany
2393;1485;Germany
2394;1486;Germany
2395;1487;Germany
2396;1488;Germany
2397;1489;Germany
2398;1490;Germany
2399;1491;Germany
2400;1492;Germany
2401;1346;Germany
2402;1493;Germany
2403;1494;Germany
2404;1495;Germany
2405;1496;Germany
2406;1497;Germany
2407;1498;Germany
2408;1499;Germany
2409;1346;Germany
2410;1355;Germany
2411;1500;Germany
2412;1346;Germany
2413;1501;Germany
2414;1502;Germany
2417;1504;Germany
2418;1505;Germany
2419;1356;Germany
2420;1506;Germany
2422;1508;Germany
2423;1507;Germany
2424;1513;Germany
2425;1512;Germany
2426;1512;Germany
2427;1512;Germany
2428;1517;Germany
2429;1517;Germany
2430;1517;Germany
2431;1517;Germany
2432;1516;Germany
2433;1516;Germany
2434;1518;Germany
2435;1520;Germany
2436;1520;Germany
2437;1522;Germany
2202;1362;Germany
2203;1318;Germany
2204;1362;Germany
2205;1369;Germany
2206;1368;Germany
2207;1362;Germany
2208;1357;Germany
2209;1360;Germany
2210;1375;Germany
2211;1370;Germany
2212;1370;Germany
2213;1377;Germany
2214;1378;Germany
2215;1326;Germany
2216;1379;Germany
2217;1346;Germany
2218;1328;Germany
2219;1380;Germany
2220;1383;Germany
2221;1374;Germany
2222;1384;Germany
2228;1387;Germany
2229;1391;Germany
2230;1393;Germany
2231;1281;Germany
2232;1281;Germany
2233;1281;Germany
2234;1354;Germany
2235;1358;Germany
2236;1281;Germany
2237;1281;Germany
2238;1354;Germany
2239;1281;Germany
2240;1354;Germany
2241;1281;Germany
2242;1263;Germany
2243;1399;Germany
2244;1401;Germany
2245;1400;Germany
2246;1313;Germany
2247;1402;Germany
2248;1404;Germany
2249;1291;Germany
2250;1291;Germany
2251;1291;Germany
2252;1291;Germany
2253;1291;Germany
2254;1405;Germany
2255;1406;Germany
2256;1407;Germany
2257;1407;Germany
2258;1409;Germany
2259;1397;Germany
2260;1410;Germany
2261;1397;Germany
2262;1411;Germany
2263;1397;Germany
2264;1397;Germany
2265;1412;Germany
2266;1414;Germany
2267;1413;Germany
2268;1415;Germany
2333;1460;Germany
2334;1461;Germany
2335;1461;Germany
2336;1461;Germany
2337;1462;Germany
2338;1462;Germany
2339;1462;Germany
2340;1463;Germany
2341;1443;Germany
2342;1464;Germany
2343;1464;Germany
2344;1443;Germany
2345;1464;Germany
2346;1443;Germany
2347;1464;Germany
2349;1464;Germany
2350;1443;Germany
2352;1464;Germany
2354;1469;Germany
2355;1470;Germany
2356;1465;Germany
2357;1468;Germany
2358;1474;Germany
2360;1473;Germany
2361;1443;Germany
2362;1443;Germany
2363;1443;Germany
2269;1417;Germany
2270;1420;Germany
2271;1347;Germany
2272;1347;Germany
2273;1347;Germany
2274;1347;Germany
2275;1416;Germany
2276;1347;Germany
2277;1347;Germany
2278;1347;Germany
2279;1422;Germany
2280;1423;Germany
2281;1424;Germany
2282;1425;Germany
2283;1426;Germany
2284;1427;Germany
2285;1428;Germany
2286;1429;Germany
2287;1430;Germany
2288;1431;Germany
2289;1433;Germany
2290;1398;Germany
2291;1436;Germany
2292;1432;Germany
2293;1432;Germany
2294;1435;Germany
2295;1435;Germany
2296;1441;Germany
2297;1441;Germany
2298;1441;Germany
2299;1441;Germany
2300;1439;Germany
2301;1439;Germany
2302;1437;Germany
2303;1442;Germany
2304;1258;Germany
2563;1389;Germany
2564;1565;Germany
2566;1619;Germany
2567;1621;Germany
2568;1621;Germany
2570;1624;Germany
2571;1615;Germany
2572;1615;Germany
2573;1615;Germany
2574;1421;Germany
2575;1634;Germany
2580;1637;Germany
2581;1637;Germany
2582;1640;Germany
2583;1644;Germany
2584;1540;Germany
2585;1540;Germany
2586;1540;Germany
2587;1642;Germany
2588;1645;Germany
2589;1642;Germany
2590;1645;Germany
2591;1642;Germany
2592;1646;Germany
2593;1645;Germany
2594;1645;Germany
2595;1642;Germany
2533;1590;Germany
2534;1590;Germany
2535;1590;Germany
2536;1573;Germany
2537;1590;Germany
2538;1590;Germany
2539;1590;Germany
2540;1590;Germany
2541;1573;Germany
2542;1573;Germany
2543;1573;Germany
2544;1389;Germany
2545;1573;Germany
2546;1573;Germany
2547;1389;Germany
2548;1604;Germany
2549;1577;Germany
2550;1577;Germany
2551;1577;Germany
2552;1599;Germany
2554;1551;Germany
2555;1613;Germany
2558;1586;Germany
2559;1389;Germany
2560;1389;Germany
2561;1389;Germany
2562;1389;Germany
2596;1642;Germany
2597;1647;Germany
2598;1647;Germany
